Indigo Taxonomy ID,Indigo Taxonomy,Google Taxonomy,
828859-528234-528453-529861,eReading > Business and Finance > Management and Leadership > Motivational,Media > Books > Non-Fiction > Business & Economics Books,
828859-528234-528453-529862,eReading > Business and Finance > Management and Leadership > Negotiating,Media > Books > Non-Fiction > Business & Economics Books,
828859-528234-528453-529863,eReading > Business and Finance > Management and Leadership > Operations Research,Media > Books > Non-Fiction > Business & Economics Books,
828859-528234-528453-529864,eReading > Business and Finance > Management and Leadership > Planning and Forcasting,Media > Books > Non-Fiction > Business & Economics Books,
828859-528234-528453-529865,eReading > Business and Finance > Management and Leadership > Production and Operations Management,Media > Books > Non-Fiction > Business & Economics Books,
828859-528234-528453-529866,eReading > Business and Finance > Management and Leadership > Time Management,Media > Books > Non-Fiction > Business & Economics Books,
828859-528234-528281,eReading > Business and Finance > Marketing and Sales,Media > Books > Non-Fiction > Business & Economics Books,
828859-528234-528281-529867,eReading > Business and Finance > Marketing and Sales > Advertising and Promotion,Media > Books > Non-Fiction > Business & Economics Books,
828859-528234-528281-529868,eReading > Business and Finance > Marketing and Sales > Commerce,Media > Books > Non-Fiction > Business & Economics Books,
828859-528234-528281-529869,eReading > Business and Finance > Marketing and Sales > Commercial Policy,Media > Books > Non-Fiction > Business & Economics Books,
828859-528234-528281-529870,eReading > Business and Finance > Marketing and Sales > Consumer Behaviour,Media > Books > Non-Fiction > Business & Economics Books,
828859-528234-528281-529871,eReading > Business and Finance > Marketing and Sales > Customer Service,Media > Books > Non-Fiction > Business & Economics Books,
828859-528234-528281-529872,eReading > Business and Finance > Marketing and Sales > Direct Marketing,Media > Books > Non-Fiction > Business & Economics Books,
828859-528234-528281-529873,eReading > Business and Finance > Marketing and Sales > Industrial,Media > Books > Non-Fiction > Business & Economics Books,
828859-528234-528281-529874,eReading > Business and Finance > Marketing and Sales > International,Media > Books > Non-Fiction > Business & Economics Books,
828859-528234-528281-529875,eReading > Business and Finance > Marketing and Sales > Mail Order,Media > Books > Non-Fiction > Business & Economics Books,
828859-528234-528281-529876,eReading > Business and Finance > Marketing and Sales > Multilevel,Media > Books > Non-Fiction > Business & Economics Books,
828859-528234-528281-529877,eReading > Business and Finance > Marketing and Sales > Public Relations,Media > Books > Non-Fiction > Business & Economics Books,
828859-528234-528281-529878,eReading > Business and Finance > Marketing and Sales > Research,Media > Books > Non-Fiction > Business & Economics Books,
828859-528234-528281-529879,eReading > Business and Finance > Marketing and Sales > Retailing,Media > Books > Non-Fiction > Business & Economics Books,
828859-528234-528281-529880,eReading > Business and Finance > Marketing and Sales > Sales and Selling,Media > Books > Non-Fiction > Business & Economics Books,
828859-528234-528281-529881,eReading > Business and Finance > Marketing and Sales > Telemarketing,Media > Books > Non-Fiction > Business & Economics Books,
828859-528234-528282,eReading > Business and Finance > Personal Finance,Media > Books > Non-Fiction > Business & Economics Books,
828859-528234-528282-529882,eReading > Business and Finance > Personal Finance > Budgeting,Media > Books > Non-Fiction > Business & Economics Books,
828859-528234-528282-529884,eReading > Business and Finance > Personal Finance > Money Management,Media > Books > Non-Fiction > Business & Economics Books,
828859-528234-528282-529885,eReading > Business and Finance > Personal Finance > Retirement Planning,Media > Books > Non-Fiction > Business & Economics Books,
828859-528234-528282-529886,eReading > Business and Finance > Personal Finance > Taxation,Media > Books > Non-Fiction > Business & Economics Books,
828859-528236,eReading > Computers,Media > Books > Non-Fiction > Computer Books,
828859-528237,eReading > Entertainment,Media > Books > Non-Fiction,
828859-528237-528308,eReading > Entertainment > Games,Media > Books > Non-Fiction > Game Books,
828859-528237-528464,eReading > Entertainment > Humour and Comedy,Media > Books > Non-Fiction > Humor Books,
828859-528237-528310,eReading > Entertainment > Performing Arts,Media > Books > Non-Fiction > Performing Arts Books,
828859-528238,eReading > Family and Relationships,Media > Books > Non-Fiction > Family Relationship Books,
828859-528238-528467,eReading > Family and Relationships > Family Relationships,Media > Books > Non-Fiction > Family Relationship Books,
828859-528238-528319,eReading > Family and Relationships > Pregnancy and Childbirth,Media > Books > Non-Fiction > Family Relationship Books,
828859-528238-528320,eReading > Family and Relationships > Sexuality,Media > Books > Non-Fiction > Family Relationship Books,
828859-528239,eReading > Fiction and Literature,Media > Books > Fiction,
828859-528239-528469,eReading > Fiction and Literature > Essays and Letters,Media > Books > Fiction > Literature,
828859-528239-528470,eReading > Fiction and Literature > Fiction,Media > Books > Fiction,
828859-528239-528322,eReading > Fiction and Literature > Literary Theory and Criticism,Media > Books > Fiction > Literature,
828859-528239-528323,eReading > Fiction and Literature > Poetry,Media > Books > Non-Fiction > Poetry,
828859-528240,eReading > Food and Drink,Media > Books > Non-Fiction > Cooking Books,
828859-528240-528324,eReading > Food and Drink > Appliances,Media > Books > Non-Fiction > Cooking Books,
828859-528240-528325,eReading > Food and Drink > Baking and Desserts,Media > Books > Non-Fiction > Cooking Books,
828859-528240-528471,eReading > Food and Drink > Beverages,Media > Books > Non-Fiction > Cooking Books,
828859-528240-528326,eReading > Food and Drink > Breakfast and Brunch,Media > Books > Non-Fiction > Cooking Books,
828859-528240-528327,eReading > Food and Drink > Canadian,Media > Books > Non-Fiction > Cooking Books,
828859-528240-528328,eReading > Food and Drink > Canning and Preserving,Media > Books > Non-Fiction > Cooking Books,
828859-528240-528329,eReading > Food and Drink > Entertaining,Media > Books > Non-Fiction > Cooking Books,
828859-528240-528330,eReading > Food and Drink > Food Writing,Media > Books > Non-Fiction > Cooking Books,
828859-528240-528331,eReading > Food and Drink > Healthy Cooking,Media > Books > Non-Fiction > Cooking Books,
828859-528240-528332,eReading > Food and Drink > Herbs and Spices,Media > Books > Non-Fiction > Cooking Books,
828859-528240-528333,eReading > Food and Drink > International,Media > Books > Non-Fiction > Cooking Books,
828859-528240-528333-529483,eReading > Food and Drink > International > European,Media > Books > Non-Fiction > Cooking Books,
828859-528240-528333-529487,eReading > Food and Drink > International > USA,Media > Books > Non-Fiction > Cooking Books,
828859-528240-528472,eReading > Food and Drink > Meats and Dairy,Media > Books > Non-Fiction > Cooking Books,
828859-528240-528472-529489,eReading > Food and Drink > Meats and Dairy > Game,Media > Books > Non-Fiction > Cooking Books,
828859-528240-528472-529491,eReading > Food and Drink > Meats and Dairy > Poultry,Media > Books > Non-Fiction > Cooking Books,
828859-528240-528334,eReading > Food and Drink > Outdoor,Media > Books > Non-Fiction > Cooking Books,
828859-528240-528335,eReading > Food and Drink > Pasta and Rice,Media > Books > Non-Fiction > Cooking Books,
828859-528240-528336,eReading > Food and Drink > Professional,Media > Books > Non-Fiction > Cooking Books,
828859-528240-528337,eReading > Food and Drink > Quick and Easy,Media > Books > Non-Fiction > Cooking Books,
828859-528240-528338,eReading > Food and Drink > Reference,Media > Books > Non-Fiction > Cooking Books,
828859-528240-528339,eReading > Food and Drink > Seafood,Media > Books > Non-Fiction > Cooking Books,
828859-528240-528340,eReading > Food and Drink > Soups and Stews,Media > Books > Non-Fiction > Cooking Books,
828859-528240-528341,eReading > Food and Drink > Vegetables and Salads,Media > Books > Non-Fiction > Cooking Books,
828859-528240-528342,eReading > Food and Drink > Vegetarian,Media > Books > Non-Fiction > Cooking Books,
828859-528241,eReading > Health and Well Being,Media > Books > Non-Fiction > Health & Fitness Books,
828859-528241-528347,eReading > Health and Well Being > Self Help,Media > Books > Non-Fiction > Self Help Books,
828859-528242,eReading > History,Media > Books > Non-Fiction > History Books,
828859-528242-528349,eReading > History > Americas,Media > Books > Non-Fiction > History Books,
828859-528242-528361,eReading > History > Reference,Media > Books > Non-Fiction > History Books,
828859-528242-528364,eReading > History > World History,Media > Books > Non-Fiction > History Books,
828859-528243,eReading > Home and Garden,Media > Books > Non-Fiction > Gardening Books,
828859-528243-528366,eReading > Home and Garden > Crafts and Hobbies,Media > Books > Non-Fiction > Craft__ Hobby & Activity Books,
828859-528243-528369,eReading > Home and Garden > The Home,Media > Books > Non-Fiction > Home Improvement Books,
828859-500039,eReading > Kobo Accessories,Electronics > Computers > Computer Accessories > Tablet Computer Accessories,
828859-500039-502273,eReading > Kobo Accessories > Ereading covers,Electronics > Computers > Computer Accessories > Tablet Computer Accessories,
828859-500039-502274,eReading > Kobo Accessories > Tablet covers,Electronics > Computers > Computer Accessories > Tablet Computer Accessories,
828859-500038,eReading > Kobo Devices,Electronics > Computers > Handheld Devices > E-Book Readers,
828859-500038-502271,eReading > Kobo Devices > eReaders,Electronics > Computers > Handheld Devices > E-Book Readers,
828859-500038-502272,eReading > Kobo Devices > Tablets,Electronics > Computers > Tablet Computers,
828859-528244,eReading > Mystery and Suspense,Media > Books > Fiction > Mystery Novels,
828859-528244-528374,eReading > Mystery and Suspense > Suspense,Media > Books > Fiction > Mystery Novels,
828859-528245,eReading > Reference and Language,Media > Books > Non-Fiction > Reference Books,
828859-528246,eReading > Religion and Spirituality,Media > Books > Non-Fiction > Religion Books,
828859-528246-528475,eReading > Religion and Spirituality > Christianity,Media > Books > Non-Fiction > Religion Books,
828859-528246-528476,eReading > Religion and Spirituality > Eastern Religions,Media > Books > Non-Fiction > Religion Books,
828859-528246-528478,eReading > Religion and Spirituality > Middle East Religions,Media > Books > Non-Fiction > Religion Books,
828859-528246-528392,eReading > Religion and Spirituality > New Age,Media > Books > Non-Fiction > Religion Books,
828859-528246-528480,eReading > Religion and Spirituality > Other Practices,Media > Books > Non-Fiction > Religion Books,
828859-528246-528393,eReading > Religion and Spirituality > Philosophy,Media > Books > Non-Fiction > Philosophy Books,
828859-528247,eReading > Romance,Media > Books > Fiction > Romance Novels,
828859-528247-528396,eReading > Romance > Contemporary,Media > Books > Fiction > Romance Novels,
828859-528247-528397,eReading > Romance > Historical,Media > Books > Fiction > Romance Novels,
828859-528248,eReading > Science and Nature,Media > Books > Non-Fiction > Science Books,
828859-528248-528483,eReading > Science and Nature > Nature,Media > Books > Non-Fiction > Animal & Nature Books,
828859-528249,eReading > Science Fiction and Fantasy,Media > Books > Fiction > Science Fiction & Fantasy Novels,
828859-528249-528399,eReading > Science Fiction and Fantasy > Fantasy,Media > Books > Fiction > Science Fiction & Fantasy Novels,
828859-528249-528400,eReading > Science Fiction and Fantasy > Graphic Novels,Media > Books > Fiction > Comics,
828859-528249-528402,eReading > Science Fiction and Fantasy > Science Fiction,Media > Books > Fiction > Science Fiction & Fantasy Novels,
828859-528250,eReading > Social and Cultural Studies,Media > Books > Non-Fiction > Social Science Books,
828859-528250-528403,eReading > Social and Cultural Studies > Current Events,Media > Books > Non-Fiction > Social Science Books,
828859-528250-528404,eReading > Social and Cultural Studies > Political Science,Media > Books > Non-Fiction > Political Science Books,
828859-528250-528405,eReading > Social and Cultural Studies > Social Science,Media > Books > Non-Fiction > Social Science Books,
828859-528250-528406,eReading > Social and Cultural Studies > True Crime,Media > Books > Non-Fiction > True Crime Books,
828859-528251,eReading > Sports and Fitness,Media > Books > Non-Fiction > Sports Books,
828859-528252,eReading > Travel,Media > Books > Non-Fiction > Travel Books,
